RU/UK,EN
освіта,education
навчання,teaching
роберт i брюс,robert i bruce
троїцьк,trinity
український фронт ркка,the ukrainian front of the red army
марина севера,marina of the north
томас джефферсон,thomas jefferson
західний берег ріки йордан,west bank of the jordan river
західний берег річки йордан,west bank of the jordan river
ідліб,idlib
